what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1300904378606
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1300904380729
activated,view,org.eclipse.datatools.connectivity.ui.dse,1.1.4.v201004270430,"org.eclipse.datatools.connectivity.DataSourceExplorerNavigator",1300904385447
started,bundle,org.eclipse.datatools.enablement.mysql.ui,1.0.0.v200906020900,"org.eclipse.datatools.enablement.mysql.ui",1300904386904
started,bundle,org.eclipse.datatools.connectivity.apache.derby.ui,1.0.2.v201005130645,"org.eclipse.datatools.connectivity.apache.derby.ui",1300904387334
started,bundle,org.eclipse.datatools.connectivity.db.generic.ui,1.0.1.v201004070709,"org.eclipse.datatools.connectivity.db.generic.ui",1300904387377
started,bundle,org.eclipse.datatools.enablement.hsqldb.ui,1.0.0.v200906020900,"org.eclipse.datatools.enablement.hsqldb.ui",1300904387415
started,bundle,org.eclipse.datatools.enablement.ibm.ui,1.0.0.v200906020900,"org.eclipse.datatools.enablement.ibm.ui",1300904387466
started,bundle,org.eclipse.datatools.enablement.ibm.db2.iseries.ui,1.0.1.v201005211230,"org.eclipse.datatools.enablement.ibm.db2.iseries.ui",1300904387468
started,bundle,org.eclipse.datatools.enablement.ibm.db2.luw.ui,1.0.2.v201005211230,"org.eclipse.datatools.enablement.ibm.db2.luw.ui",1300904387488
started,bundle,org.eclipse.datatools.enablement.ibm.db2.zseries.ui,1.0.1.v201005211230,"org.eclipse.datatools.enablement.ibm.db2.zseries.ui",1300904387526
started,bundle,org.eclipse.datatools.enablement.ibm.informix.ui,1.0.2.v201005211230,"org.eclipse.datatools.enablement.ibm.informix.ui",1300904387557
started,bundle,org.eclipse.datatools.enablement.msft.sqlserver.ui,1.0.1.v200908130512,"org.eclipse.datatools.enablement.msft.sqlserver.ui",1300904387578
started,bundle,org.eclipse.datatools.enablement.oracle.ui,1.0.2.v201005051303,"org.eclipse.datatools.enablement.oracle.ui",1300904387616
started,bundle,org.eclipse.datatools.enablement.postgresql.ui,1.0.0.v200906020900,"org.eclipse.datatools.enablement.postgresql.ui",1300904387644
started,bundle,org.eclipse.datatools.enablement.sap.maxdb.ui,1.0.0.v200906020900,"org.eclipse.datatools.enablement.sap.maxdb.ui",1300904387665
started,bundle,org.eclipse.datatools.enablement.sqlite.ui,1.0.0.v200906020900,"org.eclipse.datatools.enablement.sqlite.ui",1300904387705
started,bundle,org.eclipse.datatools.enablement.sybase.asa.ui,1.0.1.v200906111150,"org.eclipse.datatools.enablement.sybase.asa.ui",1300904387767
started,bundle,org.eclipse.datatools.enablement.sybase.ase.ui,1.0.1.v200906020900,"org.eclipse.datatools.enablement.sybase.ase.ui",1300904387804
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1300904387933
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1300904389640
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1300904390817
started,bundle,org.eclipse.datatools.enablement.ibm.db2.iseries,1.0.2.v201005211230,"org.eclipse.datatools.enablement.ibm.db2.iseries",1300904392727
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1300904392727
started,bundle,org.eclipse.datatools.enablement.ibm.db2.luw,1.0.2.v201005211230,"org.eclipse.datatools.enablement.ibm.db2.luw",1300904392747
started,bundle,org.eclipse.datatools.enablement.ibm.db2.zseries,1.0.2.v201005211230,"org.eclipse.datatools.enablement.ibm.db2.zseries",1300904392777
started,bundle,org.eclipse.datatools.sqltools.editor.core,1.0.0.v201001150815,"org.eclipse.datatools.sqltools.editor.core",1300904394247
started,bundle,org.eclipse.datatools.enablement.sybase.asa.schemaobjecteditor.examples,2.5.0.200810071,"org.eclipse.datatools.enablement.sybase.asa.schemaobjecteditor.examples",1300904394377
started,bundle,org.eclipse.datatools.sqltools.db.generic,1.0.0.v200906020900,"org.eclipse.datatools.sqltools.db.generic",1300904394517
started,bundle,org.eclipse.datatools.sqltools.db.derby,1.0.0.v200906020900,"org.eclipse.datatools.sqltools.db.derby",1300904394577
started,bundle,org.eclipse.datatools.enablement.sybase.asa.models,1.0.0.v200906020900,"org.eclipse.datatools.enablement.sybase.asa.models",1300904394647
started,bundle,org.eclipse.datatools.enablement.sybase.models,1.0.0.v200906020900,"org.eclipse.datatools.enablement.sybase.models",1300904394717
started,bundle,org.eclipse.datatools.enablement.sap.maxdb,1.0.0.v200906020900,"org.eclipse.datatools.enablement.sap.maxdb",1300904394777
started,bundle,org.eclipse.datatools.enablement.sybase.ase.models,1.0.1.v200906020900,"org.eclipse.datatools.enablement.sybase.ase.models",1300904396090
started,bundle,org.eclipse.datatools.modelbase.dbdefinition,1.0.2.v201002130228,"org.eclipse.datatools.modelbase.dbdefinition",1300904397459
started,bundle,org.eclipse.datatools.enablement.sybase.ui,1.0.0.v200906090458,"org.eclipse.datatools.enablement.sybase.ui",1300904397686
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1300904403784
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1300904407656
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1300904410657
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1300904412207
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1300904418065
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1300904418104
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1300904421985
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1300904423542
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1300904424759
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1300904425952
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1300904427494
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1300904430319
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1300904431449
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1300904432385
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1300904440453
activated,view,org.eclipse.datatools.connectivity.ui.dse,1.1.4.v201004270430,"org.eclipse.datatools.connectivity.DataSourceExplorerNavigator",1300904442504
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1300904459035
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1300904469182
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1300904471647
error,log,,,"Internal Error",1300904471748
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1300904496170
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1300904499952
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1300904521055
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1300904522065
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1300904522065
error,log,,,"Could not write metadata for '/'.",1300904543474
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1300904578292
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.delete",1300904586089
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.delete",1300904586244
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.delete",1300904586403
started,bundle,org.eclipse.jst.ws.jaxws.ui,1.0.0.v201004262257,"org.eclipse.jst.ws.jaxws.ui",1300904589738
executed,command,org.eclipse.ui.ide,3.6.0.I20100601-0800,"org.eclipse.jdt.ui.edit.text.java.correction.assist.proposals",1300904590720
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1300904708804
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1300904713902
failed,command,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.edit.text.java.create.getter.setter",1300904713918
started,bundle,org.eclipse.mylyn.ide.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.ide.ui",1300904735769
started,bundle,org.eclipse.mylyn.java.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.java.ui",1300904735862
started,bundle,org.eclipse.pde.api.tools,1.0.201.v20100602-0930,"org.eclipse.pde.api.tools",1300904736048
started,bundle,org.eclipse.pde.api.tools.ui,1.0.200.v20100601-1815,"org.eclipse.pde.api.tools.ui",1300904736053
started,bundle,org.eclipse.jst.ws.annotations.core,1.0.0.v201004262257,"org.eclipse.jst.ws.annotations.core",1300904736545
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1300904736661
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1300904741426
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1300905154983
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1300905180863
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1300905184740
failed,command,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.edit.text.java.create.getter.setter",1300905184761
executed,command,org.eclipse.ui.workbench.texteditor,3.6.0.v20100520-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1300905220386
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1300905226843
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1300905233708
executed,command,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.edit.text.java.create.getter.setter",1300905233978
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1300905240541
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1300905243092
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1300905245334
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1300905252022
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1300905254967
opened,editor,org.eclipse.ui.editors,3.6.0.v20100520-0800,"org.eclipse.ui.DefaultTextEditor",1300905255222
activated,editor,org.eclipse.ui.editors,3.6.0.v20100520-0800,"org.eclipse.ui.DefaultTextEditor",1300905255602
executed,command,org.eclipse.ui.workbench.texteditor,3.6.0.v20100520-0800,"org.eclipse.ui.edit.text.select.lineStart",1300905259248
started,bundle,org.eclipse.draw2d,3.6.0.v20100525-1225,"org.eclipse.draw2d",1300905259867
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1300905259911
executed,command,org.eclipse.ui.workbench.texteditor,3.6.0.v20100520-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1300905260144
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1300905260640
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1300905268265
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1300905269270
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1300905273322
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1300905286949
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1300905302062
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1300905305947
executed,command,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.edit.text.java.create.getter.setter",1300905306045
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1300905309502
activated,editor,org.eclipse.ui.editors,3.6.0.v20100520-0800,"org.eclipse.ui.DefaultTextEditor",1300905311502
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1300905313596
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1300905315073
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1300905321807
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1300905322922
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1300905335484
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1300905337233
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1300905349933
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1300905350647
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1300905355113
activated,view,org.eclipse.ui.navigator.resources,3.4.200.I20100601-0800,"org.eclipse.ui.navigator.ProjectExplorer",1300905356469
started,bundle,org.eclipse.mylyn.resources.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.resources.ui",1300905356519
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1300905358620
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1300905362652
opened,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1300905363335
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1300905363406
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1300905364867
activated,view,org.eclipse.ui.navigator.resources,3.4.200.I20100601-0800,"org.eclipse.ui.navigator.ProjectExplorer",1300905393526
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1300905408696
started,bundle,org.eclipse.jdt.debug,3.6.0.v20100526,"org.eclipse.jdt.debug",1300905414144
started,bundle,org.eclipse.debug.ui,3.6.0.v20100601-1530,"org.eclipse.debug.ui",1300905414482
started,bundle,org.eclipse.jdt.debug.ui,3.5.0.v20100602-0830,"org.eclipse.jdt.debug.ui",1300905414725
started,bundle,org.eclipse.jst.jsp.ui,1.1.500.v201006030742,"org.eclipse.jst.jsp.ui",1300905414887
started,bundle,org.eclipse.ant.ui,3.5.0.v20100427,"org.eclipse.ant.ui",1300905414923
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1300905422053
executed,command,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.edit.text.java.rename.element",1300905422073
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1300905424267
activated,view,org.eclipse.ui.navigator.resources,3.4.200.I20100601-0800,"org.eclipse.ui.navigator.ProjectExplorer",1300905442061
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1300905447085
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1300905453047
executed,command,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.edit.text.java.rename.element",1300905453065
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1300905459213
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1300905468208
executed,command,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.edit.text.java.rename.element",1300905468232
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1300905470853
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1300905480095
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1300905481217
activated,editor,org.eclipse.ui.editors,3.6.0.v20100520-0800,"org.eclipse.ui.DefaultTextEditor",1300905481306
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1300905488670
activated,view,org.eclipse.ui.navigator.resources,3.4.200.I20100601-0800,"org.eclipse.ui.navigator.ProjectExplorer",1300905490626
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1300905492048
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1300905502116
activated,view,org.eclipse.ui.navigator.resources,3.4.200.I20100601-0800,"org.eclipse.ui.navigator.ProjectExplorer",1300905505453
opened,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1300905505774
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1300905505851
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1300905525388
activated,view,org.eclipse.ui.navigator.resources,3.4.200.I20100601-0800,"org.eclipse.ui.navigator.ProjectExplorer",1300905526348
opened,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1300905528210
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1300905528300
error,log,,,"Could not write metadata for '/'.",1300905541619
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1300905541640
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1300905542914
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1300905548536
activated,view,org.eclipse.ui.navigator.resources,3.4.200.I20100601-0800,"org.eclipse.ui.navigator.ProjectExplorer",1300905551188
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1300905553351
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1300905563517
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1300905563637
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1300905563678
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1300905570383
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1300905573335
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1300905573991
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1300905580535
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1300905582949
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1300905586243
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1300905591709
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1300905593094
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1300905596919
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1300905597048
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1300905597253
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1300905598439
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1300905603661
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1300905603817
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1300905604015
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1300905604669
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1300905613658
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1300905617894
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.selectAll",1300905618919
